Selected Kural Fields
---------------------

Adhigaram | Kural | Vilakam | Kalaingar_Urai
தூது  | கற்றுக்கண் அஞ்சான் செலச்சொல்லிக் காலத்தால் தக்கது அறிவதாம் தூது. | கற்றறிவாளனாகவும், பகைவரின் கனல்கக்கும் பார்வைக்கு அஞ்சாதவனாகவும், உள்ளத்தில் பதியுமாறு உரைப்பவனாகவும், உரிய நேரத்தில் உணரவேண்டியதை உணர்ந்து கொள்பவனாகவும் இருப்பவனே சிறந்த தூதனாவான் | கற்றறிவாளனாகவும்,      பகைவரின்     கனல்கக்கும்    பார்வைக்கு அஞ்சாதவனாகவும்,  உள்ளத்தில்  பதியுமாறு  உரைப்பவனாகவும்,   உரிய நேரத்தில்  உணரவேண்டியதை  உணர்ந்து கொள்வபனாகவும் இருப்பவனே சிறந்த தூதனாவான்.
தூது  | கடனறிந்து காலங் கருதி இடனறிந்து எண்ணி உரைப்பான் தலை. | ஆற்றவேண்டிய கடமையை அறிந்து, அதற்குரிய காலத்தையும் இடத்தையும் தேர்ந்து, சொல்ல வேண்டியதைத் தெளிவாகச் சிந்தித்துச் சொல்பவனே சிறந்த தூதனாவான் | ஆற்றவேண்டிய    கடமையை    அறிந்து,  அதற்குரிய  காலத்தையும் இடத்தையும் தேர்ந்து, சொல்ல   வேண்டியதைத்  தெளிவாகச்  சிந்தித்துச் சொல்பவனே சிறந்த தூதனாவான்.
தூது | தூய்மை துணைமை துணிவுடைமை இம்மூன்றின்  வாய்மை வழியுரைப்பான் பண்பு. | துணிவு, துணை, தூய ஒழுக்கம் ஆகிய இம்மூன்றும் தூதுவர்க்குத் தேவையானவைகளாகும். | துணிவு, துணை, தூய ஒழுக்கம் ஆகிய இம்மூன்றும் தூதுவர்க்குத் தேவையானவைகளாகும்.
தூது  | விடுமாற்றம் வேந்தர்க்கு உரைப்பான் வடுமாற்றம் வாய்சேரா வன்கணவன். | ஓர் அரசின் கருத்தை மற்றோர் அரசுக்கு எடுத்துரைக்கும் தூதன், வாய்தவறிக்கூட, குற்றம் தோய்ந்த சொற்களைக் கூறிடாத உறுதி படைத்தவனாக இருத்தல் வேண்டும் | ஓர்   அரசின்   கருத்தை  மற்றோர் அரசுக்கு எடுத்துரைக்கும் தூதன்,வாய்தவறிக்கூட,   குற்றம்     தோய்ந்த சொற்களைக்  கூறிடாத   உறுதி படைத்தவனாக இருத்தல் வேண்டும்.
தூது  | இறுதி பயப்பினும் எஞ்சாது இறைவற்கு உறுதி பயப்பதாம் தூது. | தனக்கு அழிவே தருவதாக இருந்தாலும், அதை எண்ணிப் பயந்து விடாமல் உறுதியுடன் கடமையாற்றுகிறவனே தன்னுடைய தலைவனுக்கு நம்பிக்கையான தூதனாவான் | தனக்கு   அழிவே   தருவதாக  இருந்தாலும், அதை எண்ணிப் பயந்து விடாமல்   உறுதியுடன்   கடமையாற்றுகிறவனே தன்னுடைய தலைவனுக்கு நம்பிக்கையான தூதனாவான்.
மன்னரைச் சேர்ந்தொழுதல் | அகலாது அணுகாது தீக்காய்வார் போல்க இகல்வேந்தர்ச் சேர்ந்தொழுகு வார். | முடிமன்னருடன் பழகுவோர் நெருப்பில் குளிர் காய்வதுபோல அதிகமாக நெருங்கிவிடாமலும், அதிகமாக நீங்கிவிடாமலும் இருப்பார்கள் | முடிமன்னருடன்    பழகுவோர்    நெருப்பில்   குளிர் காய்வதுபோல அதிகமாக நெருங்கிவிடாமலும், அதிகமாக நீங்கிவிடாமலும் இருப்பார்கள்.
மன்னரைச் சேர்ந்தொழுதல் | மன்னர் விழைப விழையாமை மன்னரால் மன்னிய ஆக்கந் தரும். | மன்னர் விரும்புகின்றவைகளைத் தமக்கு வேண்டுமெனத் தாமும் விரும்பாமலிருத்தால் அவர்க்கு அந்த மன்னர் வாயிலாக நிலையான ஆக்கத்தை அளிக்கும் | மன்னர்    விரும்புகின்றவைகளைத்   தமக்கு  வேண்டுமெனத் தாமும் விரும்பாமலிருத்தல்   அவர்க்கு   அந்த    மன்னர் வாயிலாக நிலையான ஆக்கத்தை அளிக்கும்.
மன்னரைச் சேர்ந்தொழுதல் | போற்றின் அரியவை போற்றல் கடுத்தபின் தேற்றுதல் யார்க்கும் அரிது. | தமக்கு மேலேயுள்ளவர்களிடத்திலிருந்து தம்மைக் காத்துக் கொள்ள விரும்புகிறவர்கள் பொறுத்துக் கொள்ள முடியாத குற்றங்களைச் செய்யாமல் இருக்கவேண்டும் அப்படி செய்துவிட்டால் அதன் பிறகு தம் மீது ஏற்பட்ட சந்தேகத்தை நீக்குவது எளிதான காரியமல்ல | தமக்கு   மேலேயுள்ளவர்களிடத்திலிருந்து   தம்மைக் காத்துக் கொள்ள விரும்புகிறவர்கள், பொறுத்துக் கொள்ள முடியாத குற்றங்களைச் செய்யாமல் இருக்கவேண்டும்.   அப்படிச்   செய்து விட்டால் அதன்  பிறகு  தம் மீது ஏற்பட்ட சந்தேகத்தை நீக்குவது எளிதான காரியமல்ல.
மன்னரைச் சேர்ந்தொழுதல் | செவிச்சொல்லும் சேர்ந்த நகையும் அவித்தொழுகல் ஆன்ற பெரியா ரகத்து. | ஆற்றல் வாய்ந்த பெரியவர்கள் முன்னே, மற்றவர்கள் காதுக்குள் பேசுவதையும், அவர்களுடன் சேர்ந்து சிரிப்பதையும் தவிர்த்து, அடக்கமெனும் பண்பைக் காத்திடல் வேண்டும் | ஆற்றல்   வாய்ந்த    பெரியவர்கள்  முன்னே, மற்றவர்கள் காதுக்குள் பேசுவதையும்,     அவர்களுடன்    சேர்ந்து   சிரிப்பதையும்   தவிர்த்து,அடக்கமெனும் பண்பைக் காத்திடல் வேண்டும்.
மன்னரைச் சேர்ந்தொழுதல் | எப்பொருளும் ஓரார் தொடரார்மற் றப்பொருளை விட்டக்கால் கேட்க மறை. | பிறருடன் மறைவாகப் பேசிக் கொண்டிருக்கும்போது அதை ஒட்டுக் கேட்கவும் கூடாது; அது என்னவென்று வினவிடவும் கூடாது அவர்களே அதுபற்றிச் சொன்னால் மட்டுமே கேட்டுக்கொள்ள வேண்டும் | பிறருடன்   மறைவாகப்  பேசிக்  கொண்டிருக்கும்போது அதை ஒட்டுக்கேட்கவும்  கூடாது; அது என்னவென்று வினவிடவும் கூடாது.  அவர்களே அதுபற்றிச் சொன்னால் மட்டுமே கேட்டுக்கொள்ள வேண்டும்.
மன்னரைச் சேர்ந்தொழுதல் | குறிப்பறிந்து காலங் கருதி வெறுப்பில வேண்டுப வேட்பச் சொலல். | ஒருவரின் மனநிலை எவ்வாறு உள்ளது என்பதை அறிந்து, தக்க காலத்தைத் தேர்ந்தெடுத்து, வெறுப்புக்குரியவைகளை விலக்கி, விரும்பத் தக்கதை மட்டுமே, அவர் விரும்பும் வண்ணம் சொல்ல வேண்டும் | ஒருவரின்   மனநிலை  எவ்வாறு  உள்ளது   என்பதை அறிந்து, தக்க காலத்தைத் தேர்ந்தெடுத்து, வெறுப்புக்  குரியவைகளை  விலக்கி, விரும்பத்தக்கதை மட்டுமே, அவர் விரும்பும் வண்ணம் சொல்ல வேண்டும்.
மன்னரைச் சேர்ந்தொழுதல் | வேட்பன சொல்லி வினையில எஞ்ஞான்றும் கேட்பினும் சொல்லா விடல். | விரும்பிக் கேட்டாலும் கூட, பயனுள்ளவற்றை மட்டுமே சொல்லிப் பயனற்றவைகளைச் சொல்லாமல் விட்டுவிட வேண்டும் | விரும்பிக்   கேட்டாலும்   கூட, பயனுள்ளவற்றை மட்டுமே  சொல்லிப்பயனற்றவைகளைச் சொல்லாமல் விட்டுவிட வேண்டும்.
மன்னரைச் சேர்ந்தொழுதல் | இளையர் இனமுறையர் என்றிகழார் நின்ற ஒளியோடு ஒழுகப் படும். | எமக்கு இளையவர்தான்; இன்ன முறையில் உறவுடையவர் தான் என்று ஆட்சிப் பொறுப்பில் இருப்போரை இகழ்ந்துரைக்காமல், அவர்கள் அடைந்துள்ள பெருமைக்கேற்பப் பண்புடன் நடந்து கொள்ள வேண்டும் | எமக்கு  இளையவர்தான்; இன்ன முறையில் உறவுடையவர் தான் என்று ஆட்சிப்    பொறுப்பில்   இருப்போரை   இகழ்ந்துரைக்காமல், அவர்கள் அடைந்துள்ள பெருமைக் கேற்பப் பண்புடன் நடந்து கொள்ள வேண்டும்.
மன்னரைச் சேர்ந்தொழுதல் | கொளப்பட்டேம் என்றெண்ணிக் கொள்ளாத செய்யார் துளக்கற்ற காட்சி யவர். | ஆட்சியால் நாம் ஏற்றுக் கொள்ளப்பட்டவராயிற்றே என்ற துணிவில், ஏற்றுகொள்ள முடியாத காரியங்களைத் தெளிந்த அறிவுடையவர்கள் செய்ய மாட்டார்கள் | ஆட்சியால் நாம் ஏற்றுக் கொள்ளப்பட்டவராயிற்றே  என்ற  துணிவில்,ஏற்றுக்கொள்ள முடியாத   காரியங்களைத்   தெளிந்த  அறிவுடையவர்கள் செய்ய மாட்டார்கள்.
மன்னரைச் சேர்ந்தொழுதல் | பழையம் எனக்கருதிப் பண்பல்ல செய்யும் கெழுதகைமை கேடு தரும். | நெடுங்காலமாக நெருங்கிப் பழகுகிற காரணத்தினாலேயே தகாத செயல்களைச் செய்திட உரிமை எடுத்துக்கொள்வது கேடாகவே முடியும் | நெடுங்காலமாக    நெருங்கிப்    பழகுகிற  காரணத்தினாலேயே தகாத செயல்களைச் செய்திட உரிமை எடுத்துக்கொள்வது கேடாகவே முடியும்.
குறிப்பறிதல்  | கூறாமை நோக்க஧க் குறிப்பறிவான் எஞ்ஞான்றும் மாறாநீர் வையக் கணி. | ஒருவர் எதுவும் பேசாமலிருக்கும் போதே அவர் என்ன நினைக்கிறார் என்பதை முகக்குறிப்பால் உணருகிறவன் உலகத்திற்கே அணியாவான் | ஒருவர்  எதுவும் பேசாமலிருக்கும் போதே அவர் என்ன நினைக்கிறார் என்பதை முகக்குறிப்பால் உணருகிறவன் உலகத்திற்கு அணியாவான்.
குறிப்பறிதல்  | ஐயப் படாஅது அகத்தது உணர்வானைத் தெய்வத்தோ டொப்பக் கொளல். | ஒருவன் மனத்தில் உள்ளத்தைத், தெளிவாக உணர்ந்து கொள்ளக்கூடிய சக்தி தெய்வத்திற்கே உண்டு என்று கூறினால், அந்தத் திறமை படைத்த மனிதனையும் அத்தெய்வத்தோடு ஒப்பிடலாம் | ஒருவன் மனத்தில்  உள்ளதைத் தெளிவாக உணர்ந்து  கொள்ளக்கூடிய சக்தி தெய்வத்திற்கே  உண்டு  என்று கூறினால், அந்தத் திறமை படைத்த மனிதனையும் அத்தெய்வத்தோடு ஒப்பிடலாம்.
குறிப்பறிதல்  | குறிப்பிற் குறிப்புணர் வாரை உறுப்பினுள் யாது கொடுத்தும் கொளல். | ஒருவரின் முகக் குறிப்பைக் கொண்டே அவரது உள்ளக் குறிப்பை அறிந்து கொள்ளக்கூடிய ஆற்றலுடையவரை, எந்தப் பொறுப்பைக் கொடுத்தாவது துணையாக்கிக் கொள்ளவேண்டும் | ஒருவரின்  முகக்  குறிப்பைக்  கொண்டே  அவரது உள்ளக் குறிப்பை அறிந்து   கொள்ளக்கூடிய   ஆற்றலுடையவரை,  எந்தப்   பொறுப்பைக் கொடுத்தாவது துணையாக்கிக் கொள்ள வேண்டும்.
குறிப்பறிதல்  | குறித்தது கூறாமைக் கொள்வாரோ டேனை உறுப்போ ரனையரால் வேறு. | உறுப்புகளால் வேறுபடாத தோற்றமுடையவராக இருப்பினும், ஒருவர் மனத்தில் உள்ளதை, அவர் கூறாமலே உணரக்கூடியவரும், உணர முடியாதவரும் அறிவினால் வேறுபட்டவர்களேயாவார்கள் | உறுப்புகளால் வேறுபடாத  தோற்றமுடையவராக  இருப்பினும்,  ஒருவர் மனத்தில்   உள்ளதை,   அவர்   கூறாமலே  உணரக்கூடியவரும்,  உணர முடியாதவரும் அறிவினால் வேறுபட்டவர்களேயாவார்கள்.
குறிப்பறிதல்  | குறிப்பிற் குறிப்புணரா வாயின் உறுப்பினுள் என்ன பயத்தவோ கண். | ஒருவரது முகக்குறிப்பு, அவரது உள்ளத்தில் இருப்பதைக் காட்டி விடும் என்கிறபோது, அந்தக் குறிப்பை உணர்ந்து கொள்ள முடியாத கண்கள் இருந்தும் என்ன பயன்? | ஒருவரது  முகக்குறிப்பு,  அவரது   உள்ளத்தில்  இருப்பதைக்  காட்டி விடும்  என்கிறபோது,  அந்தக்  குறிப்பை  உணர்ந்து  கொள்ள  முடியாத கண்கள் இருந்தும் என்ன பயன்?
குறிப்பறிதல்  | அடுத்தது காட்டும் பளிங்குபோல் நெஞ்சம் கடுத்தது காட்டும் முகம். | கண்ணாடி, தனக்கு உள்ளத்தைக் காட்டுவதுபோல ஒருவரது மனத்தில் உள்ளத்தில் அவரது முகம் காட்டி விடும் | கண்ணாடி,  தனக்கு  எதிரில்  உள்ளதைக்  காட்டுவதுபோல  ஒருவரது மனத்தில் உள்ளதை அவரது முகம் காட்டி விடும்.
குறிப்பறிதல்  | முகத்தின் முதுக்குறைந்தது உண்டோ உவப்பினும் காயினும் தான்முந் துறும். | உள்ளத்தில் உள்ள விருப்பு வெறுப்புகளை முந்திக் கொண்டு வெளியிடுவதில் முகத்தைப் போல அறிவு மிக்கது வேறெதுவுமில்லை | உள்ளத்தில்  உள்ள   விருப்பு   வெறுப்புகளை   முந்திக்   கொண்டு வெளியிடுவதில் முகத்தைப் போல அறிவு மிக்கது வேறெதுவுமில்லை.
குறிப்பறிதல்  | முகம்நோக்கி நிற்க அமையும் அகம்நோக்கி உற்ற துணர்வார்ப் பெறின். | அகத்தில் உள்ளதை உணர்ந்து கொள்ளும் திறமையிருப்பின், அவர் ஒருவரின் முகத்துக்கு எதிரில் நின்றாலே போதுமானது | அகத்தில் உள்ளதை  உணர்ந்து  கொள்ளும்  திறமையிருப்பின், அவர்,ஒருவரின் முகத்துக்கு எதிரில் நின்றாலே போதுமானது.
குறிப்பறிதல்  | பகைமையும் கேண்மையும் கண்ணுரைக்கும் கண்ணின் வகைமை உணர்வார்ப் பெறின். | பார்வையின் வேறுபாடுகளைப் புரிந்துகொள்ளக் கூடியவர்கள், ஒருவரின் கண்களைப் பார்த்தே அவர் மனத்தில் இருப்பது நட்பா, பகையா என்பதைக் கூறிவிடுவார்கள் | பார்வையின்    வேறுபாடுகளைப்    புரிந்துகொள்ளக்   கூடியவர்கள்,ஒருவரின்  கண்களைப்  பார்த்தே  அவர்   மனத்தில்  இருப்பது  நட்பா,பகையா என்பதைக் கூறிவிடுவார்கள்.
குறிப்பறிதல்  | நுண்ணியம் என்பார் அளக்குங்கோல் காணுங்கால் கண்ணல்லது இல்லை பிற. | நுண்ணறிவாளர் எனப்படுவோர்க்கு பிறரின் மனத்தில் உள்ளதை அளந்தறியும் கோலாகப் பயன்படுவது அவரது கண் அல்லாமல் வேறு எதுவுமில்லை | நுண்ணறிவாளர் எனப்படுவோர்க்குப் பிறரின்   மனத்தில்   உள்ளதை அளந்தறியும்  கோலாகப்  பயன்படுவது அவரது கண்  அல்லாமல்  வேறு எதுவுமில்லை.
அவையறிதல்  | அவையறிநது ஆராய்ந்து சொல்லுக சொல்லின் தொகையறிந்த தூய்மை யவர். | ஒவ்வொரு சொல்லின் தன்மையும் உணர்ந்துள்ள நல்ல அறிஞர்கள், அவையில் கூடியிருப்போரின் தன்மையையும் உணர்ந்து அதற்கேற்ப ஆராய்ந்து பேசுவார்கள் | ஒவ்வொரு சொல்லின் தன்மையையும் உணர்ந்துள்ள நல்ல அறிஞர்கள்,அவையில்  கூடியிருப்போரின்  தன்மையையும்   உணர்ந்து   அதற்கேற்ப ஆராய்ந்து பேசுவார்கள்.
அவையறிதல்  | இடைதெரிந்து நன்குணர்ந்து சொல்லுக சொல்லின் நடைதெரிந்த நன்மை யவர். | சொற்களின் வழிமுறையறிந்த நல்லறிவாளர்கள் அவையின் நேரத்தையும், நிலைமையையும் உணர்ந்து உரையாற்ற வேண்டும் | சொற்களின்    வழிமுறையறிந்த     நல்லறிவாளர்கள்     அவையின் நேரத்தையும், நிலைமையையும் உணர்ந்து உரையாற்ற வேண்டும்.
அவையறிதல்  | அவையறியார் சொல்லல்மேற் கொள்பவர் சொல்லின் வகையறியார் வல்லதூஉம் இல். | அவையின் தன்மை அறியாமல் சொற்களைப் பயன்படுத்துகிறவர்களுக்கு அந்தச் சொற்களின் வகையும் தெரியாது; பேசும் திறமையும் கிடையாது | அவையின்    தன்மை      அறியாமல்      சொற்களைப்     பயன் படுத்துகிறவர்களுக்கு  அந்தச்  சொற்களின்  வகையும்  தெரியாது;  பேசும் திறமையும் கிடையாது.
அவையறிதல்  | ஒளியார்முன் ஒள்ளிய ராதல் வெளியார்முன் வான்சுதை வண்ணம் கொளல். | அறிவாளிகளுக்கு முன்னால் அவர்களையொத்த பாலின் தூய்மையுடன் விளங்கும் அறிஞர்கள், அறிவில்லாதவர்கள் முன்னால் வெண்சுண்ணாம்பு போல் தம்மையும் அறிவற்றவர்களாய்க் காட்டிக் கொள்ள வேண்டும் | அறிவாளிகளுக்கு  முன்னால் அவர்களையொத்த பாலின் தூய்மையுடன் விளங்கும் அறிஞர்கள், அறிவில்லாதவர்கள்  முன்னால்  வெண்சுண்ணாம்பு போல் தம்மையும் அறிவற்றவர்களாய்க் காட்டிக் கொள்ள வேண்டும்.
அவையறிதல்  | நன்றென்ற வற்றுள்ளும் நன்றே முதுவருள் முந்து கிளவாச் செறிவு. | அறிவாளிகள் கூடியிருக்கும் இடத்தில் முந்திரிக் கொட்டை போல் பேசாமல் இருக்கிற அடக்கமானது எல்லா நலன்களிலும் சிறந்த நலனாகும் | அறிவாளிகள்  கூடியிருக்கும்  இடத்தில்  முந்திரிக்  கொட்டை  போல் பேசாமல்  இருக்கிற    அடக்கமானது   எல்லா   நலன்களிலும்   சிறந்த நலனாகும்.
அவையறிதல்  | ஆற்றின் நிலைதளர்ந் தற்றே வியன்புலம் ஏற்றுணர்வார் முன்னர் இழுக்கு. | அறிவுத்திறனால் பெருமை பெற்றோர் முன்னிலையில் ஆற்றிடும் உரையில் குற்றம் ஏற்படுமானால், அது ஒழுக்க நெறியிலிருந்து தளர்ந்து வீழ்ந்து விட்டதற்கு ஒப்பானதாகும் | அறிவுத்திறனால்  பெருமை  பெற்றோர்   முன்னிலையில்   ஆற்றிடும் உரையில்  குற்றம் ஏற்படுமானால்,  அது  ஒழுக்க நெறியிலிருந்து தளர்ந்து வீழ்ந்து விட்டதற்கு ஒப்பானதாகும்.
அவையறிதல்  | கற்றறிந்தார் கல்வி விளங்கும் கசடறச் சொல்தெரிதல் வல்லார் அகத்து. | மாசற்ற சொற்களைத் தேர்ந்தெடுத்து உரை நிகழ்த்துவோரிடமே அவர் கற்றுத் தேர்ந்த கல்வியின் பெருமை விளங்கும் | மாசற்ற  சொற்களைத் தேர்ந்தெடுத்து உரை நிகழ்த்துவோரிடமே அவர் கற்றுத் தேர்ந்த கல்வியின் பெருமை விளங்கும்.
அவையறிதல்  | உணர்வ துடையார்முன் சொல்லல் வளர்வதன் பாத்தியுள் நீர்சொரிந் தற்று. | உணர்ந்து கொள்ளக்கூடிய ஆற்றல் உள்ளவர்களின் முன்னிலையில் பேசுதல், வளரக்கூடிய பயிர் உள்ள பாத்தியில் நீர் பாய்ச்சுவது போலப் பயன் விளைக்கும் | உணர்ந்து  கொள்ளக்கூடிய  ஆற்றல்  உள்ளவர்களின்  முன்னிலையில் பேசுதல்,  தானே  வளரக்கூடிய பயிர்  உள்ள  பாத்தியில் நீர் பாய்ச்சுவது போலப் பயன் விளைக்கும்.
அவையறிதல்  | புல்லவையுள் பொச்சாந்தும் சொல்லற்க நல்லவையுள் நன்குசலச் சொல்லு வார். | நல்லோர் நிறைந்த அவையில் மனத்தில் பதியும்படி கருத்துக்களை சொல்லும் வல்லமை பெற்றவர்கள், அறிவற்ற பொல்லாதோர் உள்ள அவையில் அறவே பேசாமாலிருப்பதே நலம் | நல்லோர்  நிறைந்த  அவையில்  மனத்தில்  பதியும்படி கருத்துகளைச் சொல்லும்  வல்லமை   பெற்றவர்கள், அறிவற்ற  பொல்லாதோர்   உள்ள அவையில் அறவே பேசாமலிருப்பதே நலம்.
அவையறிதல்  | அங்கணத்துள் உக்க அமிழ்தற்றால் தங்கணத்தார் அல்லார்முன் கோட்டி கொளல். | அறிவுள்ளவர்கள், அறிவில்லாதவர்களின் அவையில் பேசுவது, தூய்மையில்லாத முற்றத்தில் சிந்திடும் அமிழ்தம்போல் வீணாகிவிடும் | அறிவுள்ளவர்கள்,    அறிவில்லாதவர்களின்    அவையில்   பேசுவது,தூய்மையில்லாத முற்றத்தில் சிந்திடும் அமிழ்தம்போல் வீணாகிவிடும்.
அவையஞ்சாமை  | வகையறிந்து வல்லவை வாய்சோரார் சொல்லின் தொகையறிந்த தூய்மை யவர். | சொற்களை அளவறிந்து உரைத்திடும் தூயவர்கள் அவையிலிருப்போரின் வகையறியும் ஆற்றல் உடையவராயிருப்பின் பிழை நேருமாறு பேச மாட்டார்கள் | சொற்களை அளவறிந்து உரைத்திடும் தூயவர்கள் அவையிலிருப்போரின் வகையறியும்  ஆற்றல்  உடையவராயிருப்பின்   பிழை   நேருமாறு  பேச மாட்டார்கள்.
அவையஞ்சாமை  | கற்றாருள் கற்றார் எனப்படுவர் கற்றார்முன் கற்ற செலச்சொல்லு வார். | கற்றவரின் முன் தாம் கற்றவற்றை அவருடைய மனத்தில் பதியுமாறு சொல்ல வல்லவர், கற்றவர் எல்லாரினும் மேலானவராக மதித்துச் சொல்லப்படுவார் | கற்றவரின்  முன் தாம்  கற்றவற்றை  அவருடைய மனத்தில் பதியுமாறு சொல்ல   வல்லவர்,  கற்றவர்   எல்லாரினும்   மேலானவராக   மதித்துச் சொல்லப்படுவார்.
அவையஞ்சாமை  | பகையகத்துச் சாவார் எளியர் அரியர் அவையகத்து அஞ்சா தவர். | அமர்க்களத்தில் சாவுக்கும் அஞ்சாமல் போரிடுவது பலருக்கும் எளிதான செயல், அறிவுடையோர் நிறைந்த அவைக்களத்தில் அஞ்சாமல் பேசக்கூடியவர் சிலரேயாவர் | அமர்க்களத்தில்   சாவுக்கும்   அஞ்சாமல்   போரிடுவது   பலருக்கும் எளிதான  செயல், அறிவுடையோர்  நிறைந்த அவைக்களத்தில் அஞ்சாமல் பேசக்கூடியவர் சிலரேயாவர்.
அவையஞ்சாமை  | கற்றார்முன் கற்ற செலச்சொல்லித் தாம்கற்ற மிக்காருள் மிக்க கொளல். | அறிஞர்களின் அவையில் நாம் கற்றவைகளை அவர்கள் ஏற்றுக் கொள்ளும் அளவுக்கு எடுத்துச் சொல்லி நம்மைவிட அதிகம் கற்றவரிடமிருந்து மேலும் பலவற்றை நாம் அறிந்து கொள்ள வேண்டும் | அறிஞர்களின்  அவையில்  நாம்   கற்றவைகளை   அவர்கள்  ஏற்றுக் கொள்ளும்   அளவுக்கு    எடுத்துச்   சொல்லி    நம்மைவிட   அதிகம் கற்றவரிடமிருந்து மேலும் பலவற்றை நாம் அறிந்து கொள்ள வேண்டும்.
அவையஞ்சாமை  | ஆற்றின் அளவறிந்து கற்க அவையஞ்சா மாற்றங் கொடுத்தற் பொருட்டு. | அவையில் பேசும்போழுது குறுக்கீடுகளுக்கு அஞ்சாமல் மறுமொழி சொல்வதற்கு ஏற்ற வகையில் இலக்கணமும், தருக்கமெனப்படும் அளவைத் திறமும் கற்றிருக்க வேண்டும் | அவையில்  பேசும்பொழுது  குறுக்கீடுகளுக்கு   அஞ்சாமல்  மறுமொழி சொல்வதற்கு ஏற்ற  வகையில் இலக்கணமும், தருக்கமெனப்படும் அளவைத் திறமும் கற்றிருக்க வேண்டும்.
அவையஞ்சாமை  | வாளொடென் வன்கண்ணர் அல்லார்க்கு நூலொடென் நுண்ணவை அஞ்சு பவர்க்கு. | கோழைகளுக்குக் கையில் வாள் இருந்தும் பயனில்லை; அவையில் பேசிட அஞ்சுவோர் பலநூல் கற்றும் பயனில்லை | கோழைகளுக்குக்  கையில்  வாள்  இருந்தும்  பயனில்லை;  அவையில் பேசிட அஞ்சுவோர் பலநூல் கற்றும் பயனில்லை.
அவையஞ்சாமை  | பகையகத்துப் பேடிகை ஒள்வாள் அவையகத்து அஞ்சு மவன்கற்ற நூல். | அவை நடுவில் பேசப் பயப்படுகிறவன், என்னதான் அரிய நூல்களைப் படித்திருந்தாலும் அந்த நூல்கள் அனைத்தும் போர்க்களத்தில் ஒரு பேடியின் கையில் உள்ள கூர்மையான வாளைப் போலவே பயனற்றவைகளாகி விடும் | அவை நடுவில் பேசப்  பயப்படுகிறவன், என்னதான் அரிய நூல்களைப்படித்திருந்தாலும்  அந்த  நூல்கள்   அனைத்தும்   போர்க்களத்தில்  ஒரு பேடியின்   கையில்    உள்ள    கூர்மையான    வாளைப்    போலவே  பயனற்றவைகளாகி விடும்.
அவையஞ்சாமை  | பல்லவை கற்றும் பயமிலரே நல்லவையுள் நன்கு செலச்சொல்லா தார். | அறிவுடையோர் நிறைந்த அவையில், அவர்கள் மனத்தில் பதியும் அளவுக்குக் கருத்துக்களைச் சொல்ல இயலாவிடின், என்னதான் நூல்களைக் கற்றிருந்தாலும் பயன் இல்லை | அறிவுடையோர்  நிறைந்த  அவையில்,  அவர்கள்  மனத்தில்  பதியும் அளவுக்குக் கருத்துகளைச்  சொல்ல  இயலாவிடின், என்னதான் நூல்களைக் கற்றிருந்தாலும் பயன் இல்லை.
அவையஞ்சாமை  | கல்லா தவரின் கடையென்ப கற்றறிந்தும் நல்லா ரவையஞ்சு வார். | ஆன்றோர் நிறைந்த அவையில் பேசுவதற்கு அஞ்சுகின்றவர்கள், எத்தனை நூல்களைக் கற்றிருந்த போதிலும், அவர்கள் கல்லாதவர்களாவிட இழிவானவர்களாகவே கருதப்படுவார்கள் | ஆன்றோர்   நிறைந்த   அவையில்  பேசுவதற்கு  அஞ்சுகின்றவர்கள், எத்தனை நூல்களைக் கற்றிருந்த போதிலும், அவர்கள் கல்லாதவர்களைவிட இழிவானவர்களாகவே கருதப்படுவார்கள்.
அவையஞ்சாமை  | உளரெனினும் இல்லாரொடு ஒப்பர் களன்அஞ்சிக் கற்ற செலச்சொல்லா தார். | தாம் கற்றவைகளைக் கேட்போரைக் கவரும் வண்ணம் கூற இயலாமல் அவைக்கு அஞ்சுவோர், உயிரோடு இருந்தாலும்கூட இறந்தவருக்குச் சமமானவராகவே கருதப்படுவார்கள் | தாம் கற்றவைகளைக்  கேட்போரைக் கவரும் வண்ணம் கூற இயலாமல் அவைக்கு   அஞ்சுவோர்,   உயிரோடு  இருந்தாலும்கூட  இறந்தவருக்குச் சமமானவராகவே கருதப்படுவார்கள்.
நாடு | தள்ளா விளையுளும் தக்காரும் தாழ்விலாச் செல்வரும் சேர்வது நாடு. | செழிப்புக் குறையாத விளைபொருள்களும், சிறந்த பெருமக்களும், செல்வத்தைத் தீயவழியில் செலவிடாதவர்களும் அமையப்பெற்றதே நல்ல நாடாகும் | செழிப்புக்  குறையாத  விளைபொருள்களும்,  சிறந்த   பெருமக்களும்,செல்வத்தைத் தீயவழியில் செலவிடாதவர்களும்  அமையப்பெற்றதே  நல்ல நாடாகும்.
